transaction_id,user_id,amount,transaction_type,merchant
777,307,322.42,Debit,Zomato
778,532,991.17,Debit,Zomato
779,122,437.12,Debit,Swiggy
780,2697,871.1,Debit,Zomato
781,592,897.54,Credit,Flipkart
782,3226,837.65,Credit,Uber
783,2918,56.43,Debit,Zomato
784,3609,948.27,Credit,Zomato
785,1476,137.46,Debit,Zomato
786,3241,44.06,Credit,Swiggy
787,59,420.23,Credit,Uber
788,2349,202.69,Credit,Swiggy
789,2601,192.35,Credit,Swiggy
790,1574,294.94,Credit,Swiggy
791,1141,255.92,Credit,Flipkart
792,1811,687.95,Credit,Uber
793,1806,194.91,Credit,Flipkart
794,3199,547.69,Debit,Flipkart
795,3477,986.56,Debit,Uber
796,399,438.06,Credit,Flipkart
797,2563,645.45,Credit,Uber
798,2853,969.68,Credit,Zomato
799,3957,146.26,Debit,Swiggy
800,2546,424.42,Credit,Flipkart
801,942,851.69,Credit,Uber
802,528,932.98,Debit,Amazon
803,2446,605.22,Debit,Flipkart
804,3337,151.99,Debit,Flipkart
805,1775,902.46,Credit,Uber
806,3335,182.7,Debit,Amazon
807,1422,359.35,Credit,Amazon
808,1670,381.75,Debit,Zomato
809,3797,452.82,Credit,Flipkart
810,1551,792.26,Credit,Swiggy
811,436,804.12,Credit,Flipkart
812,840,722.46,Debit,Swiggy
813,360,31.91,Credit,Swiggy
814,1153,569.2,Credit,Uber
815,864,750.02,Credit,Flipkart
816,2682,450.18,Debit,Uber
817,3313,945.49,Credit,Zomato
818,1651,825.57,Credit,Swiggy
819,1733,641.77,Credit,Amazon
820,1246,71.8,Credit,Swiggy
821,2262,655.82,Debit,Zomato
822,916,912.46,Credit,Swiggy
823,2640,385.65,Debit,Uber
824,1799,839.75,Debit,Flipkart
825,2183,320.03,Credit,Amazon
826,3890,574.4,Debit,Uber
827,2802,651.94,Debit,Flipkart
828,386,681.22,Debit,Amazon
829,1327,883.72,Credit,Zomato
830,1806,242.28,Debit,Swiggy
831,3359,269.75,Debit,Amazon
832,1586,707.0,Credit,Zomato
833,1213,185.42,Credit,Flipkart
834,3369,469.63,Debit,Amazon
835,1550,29.83,Debit,Zomato
836,389,149.57,Debit,Flipkart
837,3531,682.06,Credit,Uber
838,2792,749.99,Debit,Swiggy
839,3333,124.17,Credit,Zomato
840,704,235.43,Debit,Uber
841,2973,107.92,Debit,Flipkart
842,1739,439.08,Credit,Amazon
843,2821,134.85,Debit,Swiggy
844,3185,442.92,Credit,Flipkart
845,3958,734.78,Debit,Zomato
846,864,686.55,Credit,Swiggy
847,1060,287.66,Credit,Uber
848,79,677.02,Debit,Swiggy
849,1299,928.44,Credit,Uber
850,1302,354.05,Debit,Flipkart
851,674,335.83,Credit,Amazon
852,2360,575.72,Credit,Swiggy
853,3601,253.05,Credit,Amazon
854,204,655.06,Debit,Amazon
855,985,833.94,Credit,Swiggy
856,1976,464.73,Credit,Swiggy
857,17,682.71,Credit,Amazon
858,3786,655.37,Debit,Zomato
859,476,48.28,Debit,Zomato
860,3583,191.58,Credit,Swiggy
861,1017,894.59,Credit,Amazon
862,210,939.5,Debit,Amazon
863,499,782.64,Credit,Flipkart
864,3474,922.04,Credit,Amazon
865,429,313.09,Credit,Zomato
866,3150,255.23,Credit,Flipkart
867,3640,390.46,Credit,Zomato
868,3152,64.79,Credit,Uber
869,1330,811.77,Debit,Swiggy
870,2106,984.33,Credit,Uber
871,1554,825.79,Credit,Swiggy
872,1232,559.43,Debit,Zomato
873,1535,302.33,Debit,Zomato
874,3207,205.72,Debit,Uber
875,1868,370.42,Debit,Swiggy
876,3042,670.3,Credit,Swiggy
877,2570,452.59,Debit,Flipkart
878,2629,934.72,Credit,Amazon
879,1877,855.68,Debit,Flipkart
880,899,111.38,Debit,Zomato
881,1107,140.21,Debit,Uber
882,2669,679.48,Credit,Swiggy
883,1068,238.46,Debit,Flipkart
884,1507,793.12,Debit,Uber
885,3014,595.44,Debit,Uber
886,2958,237.53,Credit,Amazon
887,1668,483.9,Credit,Swiggy
888,493,412.02,Debit,Uber
889,2547,874.43,Credit,Swiggy
890,3090,41.84,Debit,Flipkart
891,605,896.89,Credit,Uber
892,948,655.56,Debit,Uber
893,294,740.16,Credit,Flipkart
894,1172,12.58,Debit,Swiggy
895,3544,631.96,Credit,Swiggy
896,2019,592.6,Credit,Uber
897,172,541.83,Debit,Flipkart
898,1587,788.01,Debit,Zomato
899,531,560.31,Credit,Swiggy
900,1144,858.53,Debit,Zomato
901,1860,240.31,Debit,Uber
902,1761,807.92,Debit,Zomato
903,2114,187.52,Debit,Zomato
904,2189,814.99,Credit,Swiggy
905,2494,941.06,Debit,Uber
906,3578,342.34,Credit,Zomato
907,189,534.59,Credit,Swiggy
908,158,661.75,Debit,Zomato
909,3682,88.68,Debit,Swiggy
910,2718,499.14,Credit,Uber
911,1971,366.98,Debit,Flipkart
912,246,873.73,Debit,Swiggy
913,2904,877.91,Credit,Swiggy
914,2992,703.77,Credit,Zomato
915,2796,659.17,Credit,Uber
916,3105,736.35,Debit,Amazon
917,3433,372.33,Debit,Amazon
918,3825,410.47,Credit,Flipkart
919,2378,558.17,Credit,Uber
920,2560,938.65,Debit,Swiggy
921,850,726.76,Debit,Amazon
922,1811,555.48,Debit,Flipkart
923,1095,772.71,Credit,Uber
924,1337,377.18,Debit,Flipkart
925,3987,733.16,Debit,Amazon
926,3800,416.57,Credit,Zomato
927,2127,286.86,Debit,Zomato
928,169,613.63,Credit,Uber
929,2858,690.01,Debit,Flipkart
930,3031,464.7,Credit,Swiggy
931,2228,569.85,Credit,Amazon
932,1652,697.13,Credit,Zomato
933,2308,770.03,Debit,Zomato
934,1510,896.62,Debit,Flipkart
935,1796,361.0,Debit,Zomato
936,3077,951.96,Debit,Flipkart
937,2345,640.91,Credit,Amazon
938,620,789.82,Debit,Flipkart
939,2903,702.77,Debit,Zomato
940,2408,213.52,Credit,Flipkart
941,2165,80.72,Credit,Zomato
942,357,729.02,Credit,Uber
943,3005,515.94,Credit,Zomato
944,3915,705.19,Debit,Zomato
945,2487,482.07,Credit,Zomato
946,3403,319.11,Debit,Uber
947,3597,292.17,Debit,Swiggy
948,1678,733.23,Credit,Zomato
949,1212,284.01,Credit,Swiggy
950,1305,717.53,Credit,Amazon
951,1535,390.12,Credit,Flipkart
952,1490,773.19,Credit,Swiggy
953,3187,151.38,Debit,Amazon
954,1964,212.93,Credit,Flipkart
955,3308,689.05,Debit,Zomato
956,1362,564.63,Credit,Zomato
957,2570,211.84,Debit,Zomato
958,199,903.8,Debit,Uber
959,1788,283.18,Debit,Uber
960,1074,426.86,Credit,Uber
961,1166,210.27,Credit,Uber
962,1807,394.15,Credit,Amazon
963,3600,496.73,Debit,Amazon
964,1538,302.29,Debit,Zomato
965,2718,771.4,Credit,Flipkart
966,3102,399.99,Credit,Uber
967,3154,732.21,Debit,Flipkart
968,31,215.0,Debit,Amazon
969,3820,383.27,Credit,Uber
970,3056,17.98,Credit,Amazon
971,2381,761.05,Credit,Amazon
972,660,629.63,Debit,Swiggy
973,2225,819.65,Debit,Amazon
974,2418,461.05,Credit,Zomato
975,547,801.74,Credit,Amazon
976,2583,651.11,Credit,Uber
977,1130,13.58,Credit,Zomato
978,2145,261.16,Credit,Amazon
979,2278,498.95,Debit,Zomato
980,2275,622.5,Credit,Amazon
981,371,74.93,Debit,Zomato
982,1124,708.03,Debit,Flipkart
983,1469,548.1,Debit,Swiggy
984,1492,530.52,Debit,Zomato
985,2103,299.13,Debit,Uber
986,3267,598.87,Debit,Swiggy
987,3592,37.22,Debit,Swiggy
988,2472,74.05,Debit,Amazon
989,2363,736.53,Credit,Zomato
990,1152,328.67,Credit,Swiggy
991,2080,353.5,Credit,Uber
992,93,216.3,Credit,Uber
993,2567,451.16,Credit,Uber
994,1282,61.47,Debit,Amazon
995,2901,307.36,Debit,Flipkart
996,1926,531.85,Debit,Zomato
997,1244,470.98,Debit,Swiggy
998,2800,999.67,Debit,Zomato
999,3178,394.88,Credit,Swiggy
1000,1572,393.13,Credit,Amazon
1001,416,508.55,Debit,Zomato
1002,2605,198.4,Credit,Amazon
1003,3882,877.54,Credit,Amazon
1004,3381,576.55,Credit,Zomato
1005,2414,200.19,Credit,Zomato
1006,1545,795.51,Credit,Swiggy
1007,3531,43.99,Debit,Uber
1008,2647,982.74,Credit,Amazon
1009,3442,866.5,Credit,Flipkart
1010,2379,583.84,Debit,Swiggy
1011,689,120.18,Debit,Swiggy
1012,1666,223.12,Debit,Uber
1013,3779,286.64,Debit,Uber
1014,2059,248.62,Debit,Amazon
1015,2866,502.54,Debit,Swiggy
1016,1531,945.11,Debit,Swiggy
1017,419,449.73,Debit,Flipkart
1018,1146,664.95,Credit,Amazon
1019,911,691.7,Debit,Amazon
1020,3307,872.86,Debit,Uber
1021,1355,43.48,Credit,Amazon
1022,1567,410.29,Debit,Flipkart
1023,2396,786.89,Debit,Amazon
1024,3006,816.72,Debit,Zomato
1025,412,928.06,Debit,Zomato
1026,1248,705.77,Credit,Flipkart
1027,153,252.7,Credit,Uber
1028,1236,510.61,Debit,Swiggy
1029,92,42.02,Credit,Amazon
1030,3993,650.46,Credit,Uber
1031,331,558.75,Credit,Uber
1032,3539,670.17,Credit,Amazon
1033,3932,930.84,Credit,Swiggy
1034,1665,690.4,Credit,Amazon
1035,955,327.25,Debit,Swiggy
1036,3781,206.75,Debit,Flipkart
1037,3018,856.09,Credit,Swiggy
1038,2602,202.39,Credit,Uber
1039,3950,169.99,Credit,Flipkart
1040,2978,214.55,Debit,Zomato
1041,1252,513.75,Debit,Flipkart
1042,194,132.95,Debit,Swiggy
1043,530,938.74,Debit,Flipkart
1044,2893,966.59,Debit,Flipkart
1045,1267,974.06,Debit,Zomato
1046,3461,48.73,Credit,Swiggy
1047,3348,946.74,Debit,Uber
1048,1474,997.44,Debit,Flipkart
1049,639,943.0,Debit,Amazon
1050,1611,674.23,Credit,Uber
1051,1598,704.22,Debit,Flipkart
1052,2526,131.03,Credit,Uber
1053,2528,875.55,Credit,Amazon
1054,2336,69.04,Debit,Uber
1055,698,324.55,Debit,Uber
1056,3762,991.24,Debit,Amazon
1057,2046,428.1,Credit,Amazon
1058,1702,139.84,Debit,Amazon
1059,2743,969.6,Credit,Zomato
1060,540,984.3,Credit,Amazon
1061,330,195.17,Debit,Uber
1062,470,866.16,Debit,Amazon
1063,3831,396.52,Debit,Flipkart
1064,2897,387.55,Credit,Amazon
1065,534,270.07,Debit,Amazon
1066,1963,54.26,Credit,Swiggy
1067,467,275.33,Debit,Uber
1068,3025,63.24,Credit,Uber
1069,2468,925.13,Debit,Flipkart
1070,3680,665.1,Debit,Zomato
1071,3194,887.76,Credit,Swiggy
1072,762,720.12,Credit,Flipkart
1073,1006,139.97,Debit,Flipkart
1074,891,941.18,Credit,Uber
1075,2356,900.89,Credit,Swiggy
1076,1956,354.6,Credit,Uber
1077,2972,120.42,Credit,Zomato
1078,2382,707.11,Debit,Uber
1079,954,731.08,Credit,Amazon
1080,1444,897.86,Debit,Uber
1081,3398,62.13,Debit,Amazon
1082,3070,150.29,Debit,Flipkart
1083,1673,602.27,Credit,Zomato
1084,2837,622.94,Debit,Amazon
1085,832,43.27,Debit,Zomato
1086,844,402.96,Debit,Uber
1087,3645,588.32,Debit,Uber
1088,2298,740.53,Debit,Flipkart
1089,3167,322.99,Credit,Uber
1090,1320,489.06,Debit,Amazon
1091,184,815.91,Credit,Flipkart
1092,1284,954.36,Debit,Zomato
1093,2847,238.01,Debit,Flipkart
1094,1691,260.51,Credit,Zomato
1095,2234,940.42,Credit,Swiggy
1096,1433,401.95,Debit,Amazon
1097,3141,721.16,Debit,Amazon
1098,2886,616.14,Debit,Zomato
1099,1797,292.73,Debit,Uber
1100,627,657.03,Debit,Uber
1101,2907,659.01,Credit,Swiggy
1102,2056,596.52,Debit,Zomato
1103,3337,108.66,Debit,Swiggy
1104,783,995.22,Credit,Zomato
1105,1508,406.41,Credit,Swiggy
1106,1785,641.87,Debit,Zomato
1107,3689,886.9,Credit,Amazon
1108,775,429.06,Credit,Swiggy
1109,1760,776.19,Credit,Swiggy
1110,1864,972.11,Debit,Zomato
1111,1007,365.35,Debit,Flipkart
1112,3443,411.22,Debit,Flipkart
1113,3855,906.52,Credit,Amazon
1114,677,168.05,Debit,Uber
1115,3155,38.31,Debit,Uber
1116,1831,909.8,Credit,Amazon
1117,3718,823.38,Debit,Uber
1118,211,972.86,Credit,Zomato
1119,1337,67.66,Credit,Flipkart
1120,1628,164.62,Credit,Amazon
1121,1361,114.26,Credit,Zomato
1122,490,686.58,Debit,Amazon
1123,1427,609.95,Debit,Flipkart
1124,2687,365.74,Debit,Uber
1125,191,66.85,Credit,Zomato
1126,2719,643.27,Debit,Flipkart
1127,843,574.42,Debit,Amazon
1128,335,121.77,Credit,Swiggy
1129,3594,909.82,Credit,Zomato
1130,1643,206.96,Debit,Amazon
1131,1111,746.07,Credit,Amazon
1132,579,886.23,Debit,Flipkart
1133,62,583.68,Credit,Amazon
1134,387,254.38,Credit,Zomato
1135,1170,316.16,Debit,Zomato
1136,2201,886.89,Credit,Amazon
1137,619,305.27,Credit,Flipkart
1138,1684,748.73,Credit,Zomato
1139,2746,990.26,Debit,Swiggy
1140,3421,999.82,Debit,Uber
1141,1878,538.14,Debit,Flipkart
1142,2226,828.29,Credit,Flipkart
1143,3961,990.35,Credit,Uber
1144,2895,380.93,Credit,Uber
1145,487,259.89,Credit,Zomato
1146,3850,123.09,Debit,Amazon
1147,3733,149.49,Debit,Amazon
1148,3319,855.02,Credit,Swiggy
1149,1278,592.84,Debit,Amazon
1150,2548,874.97,Debit,Swiggy
1151,541,791.56,Debit,Swiggy
1152,3424,677.01,Credit,Flipkart
1153,1536,613.22,Debit,Flipkart
1154,3850,57.86,Debit,Zomato
1155,2061,873.55,Debit,Uber
1156,3631,423.66,Debit,Uber
1157,151,564.19,Debit,Swiggy
1158,1074,31.73,Credit,Uber
1159,1239,936.71,Debit,Swiggy
1160,991,903.71,Debit,Uber
1161,2692,547.85,Credit,Zomato
1162,372,581.54,Debit,Flipkart
1163,1137,707.97,Credit,Flipkart
1164,2300,272.05,Credit,Swiggy
1165,3413,229.7,Credit,Uber
1166,2101,677.28,Credit,Amazon
1167,1154,113.38,Debit,Zomato
1168,3908,459.52,Debit,Uber
1169,193,497.83,Credit,Amazon
1170,2639,387.52,Debit,Zomato
1171,1081,193.42,Credit,Zomato
1172,2145,361.76,Debit,Flipkart
1173,198,344.18,Debit,Swiggy
1174,3719,504.27,Credit,Uber
1175,2195,677.93,Debit,Zomato
1176,3756,968.55,Credit,Uber
1177,1599,152.72,Debit,Zomato
1178,1601,874.29,Debit,Flipkart
1179,3367,291.34,Debit,Swiggy
1180,2771,595.46,Credit,Amazon
1181,3693,551.27,Credit,Amazon
1182,3866,561.38,Credit,Flipkart
1183,684,726.13,Debit,Zomato
1184,3084,387.87,Credit,Flipkart
1185,3990,325.91,Credit,Swiggy
1186,333,854.31,Credit,Amazon
1187,1244,227.89,Debit,Uber
1188,1422,188.44,Debit,Amazon
1189,1366,25.45,Debit,Swiggy
1190,1822,218.47,Debit,Zomato
1191,2560,523.35,Credit,Flipkart
1192,2220,543.12,Debit,Amazon
1193,1492,261.88,Credit,Amazon
1194,1772,81.55,Debit,Uber
1195,2011,747.19,Credit,Flipkart
1196,3238,760.4,Credit,Uber
1197,3771,997.86,Debit,Uber
1198,3242,901.03,Credit,Zomato
1199,2612,926.8,Credit,Amazon
1200,2560,800.22,Credit,Flipkart
1201,3903,619.35,Credit,Zomato
1202,1213,137.26,Debit,Zomato
1203,1144,626.09,Debit,Zomato
1204,105,65.4,Credit,Swiggy
1205,2722,886.45,Debit,Swiggy
1206,807,487.0,Credit,Zomato
1207,1065,700.5,Credit,Swiggy
1208,889,61.72,Debit,Flipkart
1209,2924,538.91,Credit,Amazon
1210,2725,308.25,Debit,Flipkart
1211,321,292.12,Credit,Amazon
1212,3958,395.76,Debit,Swiggy
1213,2383,10.63,Debit,Flipkart
1214,3232,471.99,Credit,Uber
1215,2312,491.7,Debit,Zomato
1216,2913,864.5,Credit,Amazon
1217,3602,454.04,Debit,Amazon
1218,3757,369.92,Credit,Uber
1219,1501,994.8,Debit,Uber
1220,2400,575.5,Debit,Zomato
1221,1569,477.89,Debit,Swiggy
1222,1797,500.98,Credit,Flipkart
1223,3282,811.09,Debit,Flipkart
1224,1520,347.27,Credit,Flipkart
1225,1919,395.27,Debit,Swiggy
1226,1866,758.31,Debit,Zomato
1227,1406,82.25,Credit,Flipkart
1228,2724,866.52,Debit,Amazon
1229,1505,435.9,Credit,Amazon
1230,2967,585.48,Credit,Amazon
1231,1960,759.9,Credit,Uber
1232,5,273.39,Credit,Uber
1233,2082,891.41,Credit,Swiggy
1234,3864,979.43,Debit,Flipkart
1235,1169,499.33,Credit,Uber
1236,2399,937.57,Debit,Amazon
1237,2631,11.12,Credit,Uber
1238,2513,895.3,Credit,Amazon
1239,348,317.93,Debit,Flipkart
1240,1766,318.38,Debit,Swiggy
1241,125,235.81,Credit,Zomato
1242,1814,323.84,Credit,Zomato
1243,3343,221.35,Debit,Amazon
1244,2405,906.81,Debit,Uber
1245,2575,900.03,Credit,Uber
1246,3826,111.19,Credit,Amazon
1247,498,151.43,Credit,Flipkart
1248,1177,863.4,Debit,Amazon
1249,53,404.95,Credit,Flipkart
1250,149,177.58,Debit,Swiggy
1251,503,515.56,Debit,Swiggy
1252,870,422.5,Credit,Amazon
1253,3522,226.97,Credit,Swiggy
1254,219,723.54,Debit,Uber
1255,3697,634.98,Credit,Flipkart
1256,3872,108.66,Credit,Zomato
1257,1301,926.13,Debit,Zomato
1258,2500,562.89,Credit,Swiggy
1259,3500,257.7,Debit,Flipkart
1260,2131,214.23,Debit,Uber
1261,3290,144.59,Credit,Zomato
1262,738,430.39,Debit,Uber
1263,3854,144.19,Debit,Uber
1264,2575,421.66,Credit,Zomato
1265,2452,157.28,Debit,Zomato
1266,290,660.24,Credit,Swiggy
1267,2468,787.39,Debit,Flipkart
1268,339,554.03,Debit,Amazon
1269,2825,683.26,Debit,Flipkart
1270,2759,938.99,Debit,Amazon
1271,1694,641.99,Debit,Zomato
1272,1869,370.52,Debit,Uber
1273,987,454.99,Debit,Flipkart
1274,959,861.92,Credit,Uber
1275,3491,139.41,Debit,Flipkart
1276,3981,332.48,Credit,Flipkart
1277,1231,581.51,Debit,Uber
1278,2734,679.63,Debit,Swiggy
1279,3768,765.86,Credit,Zomato
1280,1289,325.02,Credit,Swiggy
1281,2007,154.4,Credit,Swiggy
1282,3830,955.29,Debit,Flipkart
1283,3108,85.63,Credit,Zomato
1284,373,104.85,Debit,Flipkart
1285,1512,499.99,Debit,Amazon
1286,3331,821.08,Credit,Flipkart
1287,3042,776.76,Debit,Uber
1288,531,938.32,Credit,Flipkart
1289,924,150.19,Credit,Amazon
1290,23,381.97,Credit,Flipkart
1291,2152,289.32,Credit,Amazon
1292,241,862.26,Debit,Zomato
1293,1005,493.47,Debit,Flipkart
1294,2951,36.58,Credit,Amazon
1295,1897,710.88,Credit,Zomato
1296,3788,394.81,Debit,Uber
1297,3325,535.84,Debit,Swiggy
1298,1166,894.85,Credit,Amazon
1299,814,264.17,Debit,Uber
1300,655,247.86,Debit,Zomato
1301,3523,270.56,Debit,Uber
1302,783,344.73,Debit,Flipkart
1303,2355,116.28,Credit,Swiggy
1304,3572,700.25,Debit,Amazon
1305,3694,215.32,Credit,Zomato
1306,8,926.88,Credit,Swiggy
1307,3141,223.53,Credit,Zomato
1308,3774,263.09,Debit,Uber
1309,1715,304.05,Debit,Zomato
1310,575,770.85,Credit,Zomato
1311,3140,433.33,Debit,Uber
1312,3790,821.14,Credit,Uber
1313,912,787.01,Credit,Swiggy
1314,3480,930.2,Debit,Amazon
1315,518,759.04,Debit,Uber
1316,3191,61.39,Debit,Swiggy
1317,3897,838.91,Credit,Zomato
1318,3103,938.69,Credit,Zomato
1319,1542,993.75,Debit,Flipkart
1320,483,134.01,Credit,Uber
1321,2255,617.14,Credit,Swiggy
1322,2717,207.46,Credit,Swiggy
1323,579,269.88,Debit,Amazon
1324,387,748.13,Debit,Swiggy
1325,412,977.89,Debit,Uber
1326,1866,598.91,Credit,Swiggy
1327,1394,852.08,Debit,Flipkart
1328,1377,18.79,Credit,Zomato
1329,1968,46.27,Credit,Zomato
1330,1360,600.76,Credit,Swiggy
1331,2939,395.09,Debit,Swiggy
1332,906,890.86,Credit,Swiggy
1333,1313,308.96,Debit,Swiggy
1334,963,437.73,Credit,Flipkart
1335,965,532.63,Debit,Uber
1336,2188,280.31,Debit,Flipkart
1337,1977,909.41,Debit,Flipkart
1338,2348,469.89,Debit,Flipkart
1339,1037,429.91,Debit,Zomato
1340,664,851.26,Debit,Flipkart
1341,3500,318.86,Debit,Swiggy
1342,825,819.29,Debit,Flipkart
1343,1888,131.05,Credit,Swiggy
1344,2448,190.96,Credit,Uber
1345,992,951.33,Credit,Zomato
1346,1133,844.02,Credit,Uber
1347,3557,394.02,Credit,Uber
1348,3960,642.07,Debit,Zomato
1349,3428,943.54,Debit,Swiggy
1350,2197,219.74,Debit,Swiggy
1351,3951,68.42,Debit,Swiggy
1352,1740,542.09,Debit,Zomato
1353,2355,151.17,Credit,Flipkart
1354,3605,195.45,Credit,Amazon
1355,1084,892.62,Debit,Flipkart
1356,435,17.33,Credit,Flipkart
1357,21,818.65,Credit,Uber
1358,2923,521.78,Debit,Amazon
1359,2430,563.7,Debit,Swiggy
1360,2293,675.05,Credit,Flipkart
1361,1926,437.13,Credit,Zomato
1362,3145,124.46,Debit,Flipkart
1363,1473,111.79,Credit,Swiggy
1364,1100,756.82,Debit,Flipkart
1365,2746,228.82,Credit,Uber
1366,2638,37.82,Credit,Uber
1367,390,979.82,Debit,Flipkart
1368,3649,980.59,Credit,Uber
1369,3414,384.36,Debit,Zomato
1370,3362,35.27,Credit,Amazon
1371,2616,729.99,Credit,Flipkart
1372,1355,832.7,Debit,Zomato
1373,2307,133.76,Credit,Zomato
1374,426,144.1,Debit,Zomato
1375,1726,824.0,Debit,Swiggy
1376,1030,922.69,Credit,Flipkart
1377,6,792.85,Debit,Flipkart
1378,191,208.74,Debit,Flipkart
1379,148,417.41,Debit,Amazon
1380,405,604.83,Credit,Zomato
1381,258,168.69,Debit,Flipkart
1382,2778,218.5,Debit,Uber
1383,3551,290.06,Credit,Swiggy
1384,2138,514.42,Debit,Amazon
1385,824,515.7,Debit,Swiggy
1386,3936,816.15,Debit,Zomato
1387,10,755.48,Credit,Uber
1388,1111,914.6,Credit,Zomato
1389,3834,834.57,Credit,Flipkart
1390,838,261.34,Credit,Swiggy
1391,3223,337.98,Credit,Uber
1392,988,505.42,Credit,Swiggy
1393,625,24.13,Debit,Amazon
1394,30,904.86,Credit,Uber
1395,2176,53.9,Credit,Amazon
1396,3150,329.22,Credit,Uber
1397,2469,573.48,Credit,Flipkart
1398,1079,522.66,Debit,Swiggy
1399,3552,657.92,Debit,Swiggy
1400,2353,532.24,Credit,Zomato
1401,546,236.71,Debit,Uber
1402,1129,209.07,Credit,Uber
1403,1196,908.17,Debit,Amazon
1404,1523,271.33,Credit,Uber
1405,2070,288.17,Credit,Swiggy
1406,3359,418.82,Credit,Uber
1407,2439,148.04,Credit,Zomato
1408,617,512.2,Debit,Zomato
1409,149,668.38,Credit,Swiggy
1410,3344,788.14,Debit,Swiggy
1411,1812,714.34,Debit,Swiggy
1412,2347,156.16,Debit,Uber
1413,172,461.51,Credit,Uber
1414,47,48.2,Debit,Flipkart
1415,626,27.62,Debit,Amazon
1416,1811,445.73,Debit,Uber
1417,3888,260.43,Credit,Flipkart
1418,2255,686.53,Debit,Flipkart
1419,453,727.0,Credit,Zomato
1420,1419,896.45,Debit,Uber
1421,2973,763.08,Debit,Flipkart
1422,754,57.76,Credit,Zomato
1423,3373,377.91,Credit,Amazon
1424,2756,280.29,Debit,Zomato
1425,1009,392.27,Credit,Amazon
1426,2724,168.47,Debit,Swiggy
1427,3248,106.73,Debit,Swiggy
1428,2903,525.77,Credit,Zomato
1429,2831,723.18,Credit,Swiggy
1430,1134,704.89,Credit,Uber
1431,2732,456.43,Debit,Zomato
1432,3011,527.06,Debit,Flipkart
1433,2912,521.17,Debit,Uber
1434,1226,694.65,Credit,Zomato
1435,168,57.45,Credit,Amazon
1436,3686,712.8,Credit,Swiggy
1437,86,586.38,Debit,Swiggy
1438,1678,206.13,Credit,Swiggy
1439,1983,58.57,Credit,Zomato
1440,849,117.44,Debit,Uber
1441,3797,529.44,Credit,Amazon
1442,3123,760.82,Credit,Swiggy
1443,3184,341.31,Debit,Uber
1444,1487,385.33,Debit,Flipkart
1445,442,934.8,Debit,Flipkart
1446,271,220.88,Debit,Amazon
1447,1601,112.71,Debit,Swiggy
1448,344,349.98,Debit,Flipkart
1449,1207,748.46,Credit,Uber
1450,2551,629.82,Credit,Uber
1451,3916,421.64,Debit,Flipkart
1452,3082,965.11,Debit,Swiggy
1453,2542,737.65,Credit,Amazon
1454,1258,71.24,Debit,Swiggy
1455,3370,747.19,Debit,Zomato
1456,2292,33.8,Credit,Flipkart
1457,1533,653.82,Credit,Zomato
1458,3423,218.38,Debit,Flipkart
1459,267,699.48,Debit,Amazon
1460,1654,316.68,Credit,Swiggy
1461,3728,874.28,Debit,Swiggy
1462,893,343.54,Credit,Flipkart
1463,2249,623.5,Credit,Uber
1464,239,293.07,Debit,Zomato
1465,3406,918.05,Credit,Swiggy
1466,915,783.19,Credit,Swiggy
1467,1439,250.87,Credit,Flipkart
1468,3017,949.31,Debit,Uber
1469,2532,363.59,Debit,Zomato
1470,1461,655.35,Debit,Uber
1471,2294,745.42,Credit,Uber
1472,1882,32.67,Credit,Flipkart
1473,3080,959.38,Debit,Uber
1474,2200,351.0,Credit,Zomato
1475,1416,197.88,Credit,Amazon
1476,2259,852.2,Debit,Amazon
1477,367,705.87,Credit,Zomato
1478,2992,95.88,Credit,Flipkart
1479,3742,125.87,Credit,Swiggy
1480,1594,718.04,Credit,Flipkart
1481,86,84.04,Credit,Zomato
1482,3127,918.0,Credit,Uber
1483,1737,744.12,Debit,Amazon
1484,1658,342.14,Debit,Uber
1485,2042,369.31,Credit,Flipkart
1486,2494,511.43,Debit,Zomato
1487,620,367.36,Debit,Amazon
1488,2352,785.63,Debit,Zomato
1489,132,974.99,Credit,Amazon
1490,3493,588.68,Debit,Amazon
1491,904,451.58,Credit,Amazon
1492,3457,230.55,Debit,Flipkart
1493,988,656.9,Debit,Zomato
1494,1222,688.72,Credit,Swiggy
1495,2095,688.34,Debit,Swiggy
1496,1764,36.72,Credit,Swiggy
1497,2805,900.13,Debit,Zomato
1498,1227,344.73,Debit,Uber
1499,1285,746.72,Debit,Zomato
1500,690,762.21,Debit,Amazon
1501,1048,654.05,Credit,Uber
1502,687,400.92,Credit,Amazon
1503,786,612.3,Debit,Amazon
1504,340,49.8,Credit,Zomato
1505,412,764.28,Debit,Swiggy
1506,1997,108.59,Credit,Uber
1507,3333,402.78,Credit,Flipkart
1508,286,112.58,Credit,Swiggy
1509,3585,838.7,Debit,Flipkart
1510,1110,554.8,Credit,Zomato
1511,850,694.05,Credit,Uber
1512,430,685.76,Debit,Zomato
1513,1605,843.19,Debit,Flipkart
1514,31,141.24,Debit,Amazon
1515,3782,663.13,Credit,Zomato
1516,603,579.38,Credit,Uber
1517,440,40.59,Credit,Zomato
1518,985,209.41,Credit,Swiggy
1519,1373,274.9,Credit,Zomato
1520,1919,81.83,Credit,Flipkart
1521,412,361.17,Debit,Zomato
1522,528,36.93,Credit,Uber
1523,310,557.65,Credit,Zomato
1524,2997,219.39,Credit,Zomato
1525,3468,294.13,Debit,Uber
